Wilayah,Kota,K. Tidur,K. Mandi,Luas Tanah,Luas Bangunan,Carport,Listrik,K. Tidur Pembantu,K. Mandi Pembantu,Lantai,Kondisi,Garasi,furnishing,TahunRumah,Harga
Cinangka, Depok,2.0,2.0,60.0,60.0,1.0,2200.0,0.0,0.0,2.0,baru,1.0,semi furnished,0.0,680000000.0
Cinangka, Depok,3.0,3.0,98.0,130.0,1.0,2200.0,1.0,1.0,2.0,baru,0.0,semi furnished,0.0,1490000000.0
Cinangka, Depok,3.0,3.0,95.0,130.0,2.0,2200.0,1.0,1.0,2.0,baru,2.0,semi furnished,0.0,1490000000.0
Cinangka, Depok,2.0,1.0,72.0,45.0,0.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,0.0,484000000.0
Cinangka, Depok,3.0,3.0,84.0,104.0,2.0,2200.0,0.0,0.0,2.0,baru,0.0,unfurnished,0.0,1550000000.0
Cinangka, Depok,2.0,1.0,101.0,48.0,1.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,0.0,730000000.0
Cinangka, Depok,2.0,1.0,70.0,48.0,1.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,0.0,590000000.0
Cinangka, Depok,2.0,1.0,72.0,48.0,1.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,0.0,595000000.0
Cinangka, Depok,2.0,1.0,70.0,48.0,1.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,0.0,592000000.0
Cinangka, Depok,2.0,1.0,72.0,50.0,1.0,1300.0,0.0,0.0,1.0,baru,1.0,unfurnished,0.0,550000000.0
Cinangka, Depok,2.0,1.0,70.0,45.0,1.0,2200.0,0.0,0.0,1.0,baru,1.0,semi furnished,0.0,680000000.0
Cinangka, Depok,3.0,2.0,70.0,115.0,1.0,2200.0,0.0,0.0,2.0,baru,0.0,unfurnished,0.0,965000000.0
Bojong Sari, Depok,3.0,1.0,131.0,140.0,0.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,870000000.0
Bojong Sari, Depok,3.0,2.0,164.0,95.0,1.0,2200.0,1.0,0.0,1.0,bagus,0.0,unfurnished,0.0,1260000000.0
Bojong Sari, Depok,2.0,1.0,72.0,42.0,1.0,1300.0,1.0,0.0,1.0,bagus,0.0,unfurnished,0.0,780000000.0
Bojong Sari, Depok,3.0,1.0,81.0,81.0,0.0,1300.0,1.0,0.0,1.0,bagus,1.0,unfurnished,0.0,900000000.0
Bojong Sari, Depok,2.0,1.0,72.0,42.0,1.0,1300.0,1.0,0.0,1.0,bagus,1.0,unfurnished,0.0,780000000.0
Bojong Sari, Depok,2.0,2.0,84.0,40.0,1.0,2200.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,1020000000.0
Bojong Sari, Depok,3.0,1.0,81.0,81.0,1.0,1300.0,1.0,0.0,1.0,bagus,1.0,unfurnished,0.0,900000000.0
Bojong Sari, Depok,3.0,2.0,164.0,95.0,1.0,2200.0,1.0,0.0,1.0,bagus,0.0,unfurnished,0.0,1260000000.0
Bojong Sari, Depok,2.0,1.0,72.0,42.0,1.0,1300.0,1.0,0.0,1.0,bagus,0.0,unfurnished,0.0,780000000.0
Bojong Sari, Depok,2.0,2.0,84.0,40.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,1020000000.0
Bojong Sari, Depok,3.0,2.0,164.0,95.0,1.0,2200.0,1.0,0.0,1.0,bagus,0.0,unfurnished,0.0,1260000000.0
Bojong Sari, Depok,3.0,2.0,94.0,70.0,1.0,2200.0,0.0,0.0,2.0,bagus,0.0,unfurnished,0.0,1150000000.0
Bojong Sari, Depok,2.0,1.0,75.0,50.0,1.0,1300.0,0.0,0.0,1.0,baru,1.0,unfurnished,0.0,500000000.0
Bojong Sari, Depok,3.0,1.0,131.0,140.0,0.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,870000000.0
Bojong Sari, Depok,3.0,1.0,131.0,140.0,0.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,870000000.0
Bojong Sari, Depok,2.0,1.0,108.0,90.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,960000000.0
Bojong Sari, Depok,3.0,1.0,131.0,140.0,1.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,870000000.0
Bojong Sari, Depok,2.0,1.0,108.0,90.0,1.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,960000000.0
Bojong Sari, Depok,3.0,1.0,131.0,140.0,0.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,870000000.0
Bojong Sari, Depok,2.0,1.0,108.0,90.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,960000000.0
Bojong Sari, Depok,3.0,2.0,164.0,95.0,1.0,2200.0,1.0,0.0,1.0,bagus,1.0,unfurnished,0.0,1260000000.0
Bojong Sari, Depok,3.0,1.0,72.0,52.0,1.0,2200.0,1.0,0.0,2.0,baru,1.0,unfurnished,0.0,630000000.0
Bojong Sari, Depok,2.0,1.0,70.0,48.0,1.0,1300.0,0.0,0.0,1.0,bagus sekali,0.0,unfurnished,3.0,470000000.0
Bojong Sari, Depok,2.0,1.0,72.0,45.0,1.0,1300.0,0.0,0.0,1.0,baru,0.0,semi furnished,0.0,484000000.0
Bojong Sari, Depok,3.0,2.0,84.0,70.0,1.0,2200.0,0.0,0.0,2.0,bagus,0.0,unfurnished,1.0,785000000.0
Bojong Sari, Depok,3.0,3.0,124.0,75.0,1.0,2200.0,0.0,0.0,2.0,sudah renovasi,1.0,furnished,6.0,1370000000.0
Bojong Sari, Depok,3.0,3.0,234.0,150.0,2.0,3500.0,0.0,0.0,1.0,bagus,2.0,furnished,4.0,3500000000.0
Bojong Sari, Depok,3.0,3.0,234.0,150.0,2.0,3500.0,0.0,0.0,1.0,bagus,2.0,furnished,4.0,3500000000.0
Cilodong, Depok,3.0,2.0,84.0,76.0,0.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,0.0,1140000000.0
Cilodong, Depok,3.0,1.0,98.0,68.0,1.0,1300.0,1.0,0.0,1.0,bagus,0.0,unfurnished,0.0,780000000.0
Cilodong, Depok,3.0,2.0,72.0,90.0,1.0,2200.0,0.0,0.0,2.0,bagus,0.0,unfurnished,2.0,1560000000.0
Cilodong, Depok,2.0,1.0,72.0,72.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,660000000.0
Cilodong, Depok,3.0,2.0,60.0,60.0,2.0,2200.0,0.0,0.0,2.0,bagus,2.0,unfurnished,0.0,750000000.0
Cilodong, Depok,3.0,2.0,72.0,90.0,1.0,2200.0,0.0,0.0,2.0,bagus,0.0,unfurnished,2.0,1560000000.0
Cilodong, Depok,3.0,1.0,98.0,68.0,1.0,1300.0,1.0,0.0,1.0,bagus,0.0,unfurnished,0.0,780000000.0
Cilodong, Depok,2.0,1.0,72.0,72.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,660000000.0
Cilodong, Depok,2.0,1.0,72.0,72.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,660000000.0
Cilodong, Depok,2.0,1.0,72.0,72.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,660000000.0
Cilodong, Depok,2.0,1.0,86.0,50.0,0.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,1020000000.0
Cilodong, Depok,3.0,2.0,72.0,90.0,1.0,2200.0,0.0,0.0,2.0,bagus,0.0,unfurnished,2.0,1560000000.0
Cilodong, Depok,2.0,1.0,96.0,71.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,800000000.0
Cilodong, Depok,2.0,1.0,60.0,38.0,0.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,0.0,465000000.0
Cilodong, Depok,2.0,1.0,96.0,71.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,800000000.0
Cilodong, Depok,2.0,1.0,72.0,72.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,660000000.0
Cilodong, Depok,3.0,2.0,72.0,90.0,1.0,2200.0,0.0,0.0,2.0,bagus,0.0,unfurnished,2.0,1560000000.0
Cilodong, Depok,3.0,1.0,98.0,68.0,1.0,1300.0,1.0,0.0,1.0,bagus,1.0,unfurnished,0.0,780000000.0
Cilodong, Depok,2.0,1.0,96.0,71.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,800000000.0
Cilodong, Depok,2.0,1.0,60.0,38.0,1.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,464000000.0
Cilodong, Depok,3.0,2.0,84.0,71.0,2.0,2200.0,0.0,0.0,2.0,bagus,2.0,unfurnished,0.0,800000000.0
Cilodong, Depok,3.0,2.0,89.0,80.0,2.0,2200.0,0.0,0.0,2.0,baru,2.0,unfurnished,0.0,999000000.0
Cilodong, Depok,3.0,2.0,81.0,70.0,2.0,2200.0,0.0,0.0,2.0,bagus,2.0,unfurnished,0.0,970000000.0
Cilodong, Depok,3.0,2.0,60.0,54.0,2.0,2200.0,0.0,0.0,2.0,bagus,2.0,unfurnished,0.0,580000000.0
Cilodong, Depok,3.0,2.0,67.0,65.0,2.0,2200.0,0.0,0.0,2.0,baru,0.0,unfurnished,0.0,775000000.0
Cilodong, Depok,2.0,2.0,78.0,45.0,1.0,1300.0,0.0,0.0,1.0,baru,1.0,unfurnished,2.0,70000000.0
Cilodong, Depok,2.0,1.0,78.0,36.0,0.0,1300.0,2.0,1.0,1.0,baru,1.0,unfurnished,1.0,660000000.0
Cilodong, Depok,3.0,2.0,66.0,56.0,2.0,2200.0,0.0,0.0,2.0,baru,2.0,unfurnished,0.0,725000000.0
Cilodong, Depok,2.0,1.0,74.0,36.0,0.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,0.0,559000000.0
Cilodong, Depok,3.0,3.0,95.0,100.0,2.0,2200.0,0.0,0.0,2.0,baru,2.0,unfurnished,0.0,995000000.0
Cilodong, Depok,3.0,2.0,66.0,56.0,2.0,2200.0,0.0,0.0,2.0,baru,0.0,unfurnished,0.0,725000000.0
Cilodong, Depok,3.0,2.0,66.0,56.0,2.0,2200.0,0.0,0.0,2.0,baru,0.0,unfurnished,0.0,699000000.0
Cilodong, Depok,4.0,3.0,120.0,150.0,1.0,2200.0,0.0,0.0,2.0,bagus,0.0,unfurnished,0.0,1350000000.0
Cilodong, Depok,3.0,2.0,60.0,60.0,0.0,1300.0,0.0,0.0,2.0,unfurnished,1.0,unfurnished,0.0,615000000.0
Cilodong, Depok,2.0,1.0,60.0,36.0,1.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,0.0,220000000.0
Cilodong, Depok,2.0,1.0,60.0,38.0,0.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,500000000.0
Limo, Depok,3.0,3.0,96.0,75.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,0.0,1100000000.0
Limo, Depok,2.0,3.0,167.0,160.0,1.0,4400.0,0.0,0.0,1.0,bagus,0.0,unfurnished,2.0,1920000000.0
Limo, Depok,2.0,2.0,113.0,150.0,0.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,2040000000.0
Limo, Depok,3.0,3.0,72.0,140.0,1.0,3500.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,1560000000.0
Limo, Depok,2.0,3.0,167.0,160.0,1.0,4400.0,0.0,0.0,1.0,bagus,0.0,unfurnished,2.0,1920000000.0
Limo, Depok,3.0,3.0,96.0,75.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,0.0,1100000000.0
Limo, Depok,3.0,3.0,96.0,75.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,0.0,1100000000.0
Limo, Depok,3.0,3.0,72.0,140.0,1.0,3500.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,1560000000.0
Limo, Depok,4.0,3.0,151.0,150.0,2.0,7700.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,1500000000.0
Limo, Depok,3.0,2.0,95.0,105.0,0.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,1980000000.0
Limo, Depok,3.0,2.0,42.0,66.0,0.0,2200.0,0.0,0.0,2.0,baru,1.0,semi furnished,0.0,699000000.0
Limo, Depok,2.0,1.0,108.0,90.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,960000000.0
Limo, Depok,3.0,3.0,96.0,75.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,0.0,1100000000.0
Limo, Depok,2.0,3.0,167.0,160.0,1.0,4400.0,0.0,0.0,1.0,bagus,0.0,unfurnished,2.0,1920000000.0
Limo, Depok,2.0,2.0,113.0,150.0,0.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,2040000000.0
Limo, Depok,3.0,3.0,72.0,140.0,1.0,3500.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,1560000000.0
Limo, Depok,4.0,3.0,151.0,150.0,2.0,7700.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,1500000000.0
Limo, Depok,2.0,2.0,113.0,150.0,1.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,2040000000.0
Limo, Depok,3.0,3.0,78.0,110.0,1.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,1650000000.0
Limo, Depok,4.0,3.0,151.0,150.0,2.0,7700.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,1500000000.0
Limo, Depok,3.0,3.0,180.0,112.0,0.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,0.0,1410000000.0
Limo, Depok,4.0,3.0,151.0,150.0,2.0,7700.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,1500000000.0
Limo, Depok,3.0,3.0,96.0,75.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,0.0,1100000000.0
Limo, Depok,3.0,3.0,112.0,180.0,1.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,0.0,1410000000.0
Limo, Depok,3.0,3.0,112.0,180.0,0.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,0.0,1410000000.0
Limo, Depok,2.0,3.0,167.0,160.0,1.0,4400.0,0.0,0.0,1.0,bagus,0.0,unfurnished,2.0,1920000000.0
Limo, Depok,3.0,3.0,72.0,140.0,1.0,3500.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,1560000000.0
Limo, Depok,2.0,1.0,70.0,45.0,1.0,1300.0,0.0,0.0,1.0,butuh renovasi,0.0,unfurnished,3.0,295000000.0
Limo, Depok,3.0,3.0,84.0,155.0,0.0,2200.0,0.0,0.0,3.0,unfurnished,4.0,unfurnished,0.0,1720000000.0
Limo, Depok,4.0,3.0,67.0,90.0,0.0,2200.0,0.0,0.0,2.0,unfurnished,1.0,unfurnished,1.0,1430000000.0
Limo, Depok,3.0,3.0,305.0,200.0,0.0,2200.0,0.0,0.0,1.0,semi furnished,1.0,unfurnished,6.0,2900000000.0
Tapos, Depok,3.0,3.0,164.0,104.0,0.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,1500000000.0
Tapos, Depok,2.0,1.0,86.0,50.0,0.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,1020000000.0
Tapos, Depok,3.0,3.0,164.0,104.0,0.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,1500000000.0
Tapos, Depok,3.0,2.0,119.0,90.0,0.0,2200.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,900000000.0
Tapos, Depok,2.0,1.0,84.0,48.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,840000000.0
Tapos, Depok,2.0,1.0,84.0,48.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,840000000.0
Tapos, Depok,2.0,1.0,96.0,71.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,800000000.0
Tapos, Depok,2.0,1.0,86.0,50.0,1.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,1020000000.0
Tapos, Depok,2.0,1.0,105.0,60.0,0.0,2200.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,945000000.0
Tapos, Depok,3.0,2.0,120.0,140.0,1.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,1020000000.0
Tapos, Depok,2.0,1.0,105.0,60.0,0.0,2200.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,945000000.0
Tapos, Depok,3.0,3.0,164.0,104.0,0.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,1500000000.0
Tapos, Depok,3.0,2.0,90.0,70.0,1.0,2200.0,0.0,0.0,2.0,baru,1.0,unfurnished,0.0,897000000.0
Tapos, Depok,3.0,2.0,119.0,90.0,1.0,2200.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,900000000.0
Tapos, Depok,2.0,2.0,90.0,135.0,1.0,4400.0,0.0,0.0,2.0,bagus,0.0,unfurnished,0.0,1200000000.0
Tapos, Depok,2.0,1.0,84.0,48.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,840000000.0
Tapos, Depok,2.0,3.0,98.0,78.0,0.0,2200.0,1.0,0.0,2.0,bagus,1.0,unfurnished,0.0,1200000000.0
Tapos, Depok,3.0,2.0,120.0,140.0,1.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,1020000000.0
Tapos, Depok,3.0,3.0,164.0,104.0,1.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,1500000000.0
Tapos, Depok,3.0,3.0,220.0,180.0,2.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,1300000000.0
Tapos, Depok,3.0,2.0,140.0,140.0,0.0,2200.0,0.0,0.0,2.0,bagus,2.0,unfurnished,0.0,1000000000.0
Tapos, Depok,4.0,3.0,160.0,230.0,1.0,3500.0,1.0,1.0,2.0,bagus,1.0,semi furnished,2.0,1850000000.0
Sukmajaya, Depok,2.0,1.0,90.0,70.0,1.0,1300.0,0.0,0.0,2.0,bagus,0.0,unfurnished,0.0,1080000000.0
Sukmajaya, Depok,3.0,4.0,180.0,200.0,1.0,2200.0,1.0,0.0,2.0,bagus,1.0,unfurnished,2.0,2280000000.0
Sukmajaya, Depok,3.0,2.0,119.0,90.0,0.0,2200.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,900000000.0
Sukmajaya, Depok,3.0,2.0,119.0,90.0,1.0,2200.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,900000000.0
Sukmajaya, Depok,3.0,2.0,71.0,61.0,2.0,2200.0,0.0,0.0,2.0,bagus,2.0,unfurnished,0.0,870000000.0
Sukmajaya, Depok,2.0,1.0,90.0,70.0,1.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,0.0,1080000000.0
Sukmajaya, Depok,2.0,1.0,90.0,70.0,1.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,0.0,1080000000.0
Sukmajaya, Depok,3.0,4.0,180.0,200.0,1.0,2200.0,1.0,0.0,2.0,bagus,1.0,unfurnished,2.0,2280000000.0
Sukmajaya, Depok,3.0,3.0,115.0,145.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,1560000000.0
Sukmajaya, Depok,2.0,2.0,90.0,45.0,1.0,1300.0,1.0,0.0,1.0,bagus,0.0,unfurnished,0.0,900000000.0
Sukmajaya, Depok,3.0,3.0,106.0,150.0,1.0,3500.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,1800000000.0
Sukmajaya, Depok,3.0,3.0,106.0,150.0,0.0,3300.0,1.0,0.0,2.0,bagus,1.0,unfurnished,2.0,1800000000.0
Sukmajaya, Depok,3.0,3.0,106.0,150.0,1.0,3500.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,1800000000.0
Sukmajaya, Depok,3.0,3.0,106.0,150.0,0.0,3500.0,1.0,0.0,2.0,bagus,1.0,unfurnished,2.0,1800000000.0
Sukmajaya, Depok,3.0,3.0,150.0,115.0,1.0,2200.0,1.0,0.0,1.0,bagus,0.0,unfurnished,2.0,2040000000.0
Sukmajaya, Depok,3.0,4.0,194.0,120.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,4.0,4200000000.0
Sukmajaya, Depok,2.0,2.0,55.0,55.0,1.0,2200.0,0.0,0.0,2.0,baru,0.0,unfurnished,0.0,658000000.0
Sukmajaya, Depok,3.0,4.0,180.0,200.0,1.0,2200.0,1.0,0.0,2.0,bagus,1.0,unfurnished,2.0,2280000000.0
Sukmajaya, Depok,3.0,1.0,98.0,68.0,1.0,1300.0,1.0,0.0,1.0,bagus,0.0,unfurnished,0.0,780000000.0
Sukmajaya, Depok,3.0,3.0,115.0,145.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,1560000000.0
Sukmajaya, Depok,2.0,2.0,90.0,45.0,1.0,1300.0,1.0,0.0,1.0,bagus,0.0,unfurnished,0.0,900000000.0
Sukmajaya, Depok,3.0,3.0,115.0,145.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,1560000000.0
Sukmajaya, Depok,2.0,2.0,90.0,45.0,1.0,1300.0,1.0,0.0,1.0,bagus,0.0,unfurnished,0.0,900000000.0
Sukmajaya, Depok,3.0,3.0,150.0,115.0,1.0,2200.0,1.0,0.0,1.0,bagus,0.0,unfurnished,2.0,2040000000.0
Sukmajaya, Depok,2.0,2.0,90.0,45.0,1.0,1300.0,1.0,0.0,1.0,bagus,0.0,unfurnished,0.0,900000000.0
Sukmajaya, Depok,3.0,4.0,180.0,200.0,1.0,2200.0,1.0,0.0,2.0,bagus,1.0,unfurnished,2.0,2280000000.0
Sukmajaya, Depok,3.0,3.0,115.0,145.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,1560000000.0
Sukmajaya, Depok,3.0,4.0,194.0,120.0,1.0,2200.0,1.0,0.0,2.0,bagus,1.0,unfurnished,4.0,4200000000.0
Sukmajaya, Depok,3.0,2.0,70.0,68.0,2.0,2200.0,0.0,0.0,2.0,bagus sekali,2.0,unfurnished,0.0,800000000.0
Sukmajaya, Depok,2.0,2.0,55.0,55.0,0.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,0.0,556000000.0
Sukmajaya, Depok,2.0,2.0,54.0,55.0,2.0,2200.0,0.0,0.0,2.0,baru,0.0,furnished,0.0,651000000.0
Sukmajaya, Depok,3.0,2.0,72.0,70.0,1.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,0.0,995000000.0
Rangkapanjaya, Depok,3.0,3.0,120.0,100.0,0.0,2200.0,1.0,0.0,2.0,bagus,1.0,unfurnished,0.0,1200000000.0
Rangkapanjaya, Depok,3.0,3.0,120.0,100.0,0.0,2200.0,1.0,0.0,2.0,bagus,1.0,unfurnished,0.0,1200000000.0
Rangkapanjaya, Depok,3.0,4.0,72.0,105.0,1.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,1.0,1100000000.0
Rangkapanjaya, Depok,2.0,1.0,84.0,55.0,1.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,0.0,485000000.0
Cinere, Depok,3.0,2.0,78.0,120.0,0.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,0.0,1400000000.0
Cinere, Depok,3.0,2.0,95.0,105.0,0.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,1980000000.0
Cinere, Depok,3.0,3.0,78.0,110.0,1.0,2200.0,0.0,0.0,2.0,bagus,0.0,unfurnished,2.0,1650000000.0
Cinere, Depok,3.0,2.0,152.0,88.0,1.0,2200.0,1.0,0.0,1.0,bagus,0.0,unfurnished,2.0,1680000000.0
Cinere, Depok,1.0,1.0,72.0,43.0,1.0,1300.0,1.0,0.0,1.0,bagus,0.0,unfurnished,0.0,750000000.0
Cinere, Depok,2.0,2.0,85.0,100.0,1.0,2200.0,0.0,0.0,2.0,butuh renovasi,0.0,unfurnished,0.0,950000000.0
Cinere, Depok,5.0,4.5,367.5,400.0,2.0,3500.0,2.0,1.0,2.0,bagus,2.0,semi furnished,4.0,6500000000.0
Cinere, Depok,3.0,2.0,78.0,120.0,0.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,0.0,1400000000.0
Cinere, Depok,3.0,3.0,72.0,110.0,1.0,2200.0,0.0,0.0,1.0,baru,1.0,unfurnished,0.0,1150000000.0
Cinere, Depok,2.0,1.0,90.0,60.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,960000000.0
Cinere, Depok,3.0,2.0,78.0,120.0,0.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,0.0,1400000000.0
Cinere, Depok,3.0,2.0,95.0,105.0,0.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,1980000000.0
Cinere, Depok,4.0,3.0,150.0,200.0,0.0,2200.0,1.0,0.0,2.0,bagus,1.0,unfurnished,2.0,2520000000.0
Cinere, Depok,3.0,2.0,109.0,90.0,0.0,2200.0,0.0,0.0,2.0,bagus,2.0,unfurnished,2.0,1560000000.0
Cinere, Depok,4.0,3.0,151.0,150.0,2.0,7700.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,1500000000.0
Cinere, Depok,2.0,3.0,167.0,160.0,1.0,4400.0,0.0,0.0,1.0,bagus,0.0,unfurnished,2.0,1920000000.0
Cinere, Depok,3.0,3.0,72.0,140.0,1.0,3500.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,1560000000.0
Cinere, Depok,3.0,2.0,78.0,120.0,1.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,0.0,1400000000.0
Cinere, Depok,4.0,3.0,150.0,200.0,1.0,2200.0,1.0,0.0,2.0,bagus,1.0,unfurnished,2.0,2520000000.0
Cinere, Depok,4.0,3.0,132.0,125.0,1.0,5500.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,2520000000.0
Cinere, Depok,3.0,2.0,95.0,105.0,1.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,1980000000.0
Cinere, Depok,4.0,4.0,110.0,140.0,1.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,2640000000.0
Cinere, Depok,2.0,2.0,113.0,150.0,1.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,2040000000.0
Cinere, Depok,3.0,3.0,78.0,110.0,1.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,1650000000.0
Cinere, Depok,3.0,3.0,180.0,112.0,1.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,0.0,1410000000.0
Cinere, Depok,2.0,2.0,120.0,77.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,0.0,1200000000.0
Cinere, Depok,4.0,3.0,140.0,200.0,0.0,2200.0,0.0,0.0,2.0,bagus,2.0,unfurnished,7.0,1650000000.0
Cinere, Depok,3.0,3.0,120.0,180.0,1.0,4400.0,1.0,1.0,2.0,bagus,0.0,semi furnished,6.0,1900000000.0
Cinere, Depok,3.0,3.0,118.0,160.0,2.0,2200.0,2.0,1.0,2.0,bagus sekali,0.0,unfurnished,2.0,2200000000.0
